v,feasible,T_peak,r_up_max,r_dn_min,tau_150_190,tau_217,min_margin,m_g1_up_max,m_g2_up_min,m_g3_dn_min,m_g4_dn_max,m_g5_tau150_lo,m_g6_tau150_hi,m_g7_tau217_lo,m_g8_tau217_hi,m_g9_peak_lo,m_g10_peak_hi
79.0,True,242.19586253304175,2.099524596230367,-1.3797043902188761,74.16204004155618,65.06705328281527,0.0194270290116757,0.900475403769633,0.0194270290116757,1.6202956097811239,0.03899013512364036,14.162040041556182,45.83795995844382,25.067053282815266,24.932946717184734,2.1958625330417476,7.804137466958252
80.0,True,241.87825242012315,2.1021097319199953,-1.3778363129399622,72.33045997856499,63.77843594668536,0.01966028269118658,0.8978902680800047,0.01966028269118658,1.6221636870600378,0.04747489111377945,12.330459978564988,47.66954002143501,23.778435946685363,26.221564053314637,1.8782524201231467,8.121747579876853
81.0,True,241.53703930406263,2.106453304281274,-1.3759222067772043,70.5591055053339,62.487332012402334,0.01989353637615443,0.8935466957187259,0.01989353637615443,1.6240777932227957,0.024387028602404826,10.559105505333903,49.4408944946661,22.487332012402334,27.512667987597666,1.5370393040626311,8.462960695937369
82.0,True,241.22050861469413,2.110417062447823,-1.3740641423660236,68.85217371039305,61.22295841148983,0.020126790063594968,0.8895829375521771,0.020126790063594968,1.6259358576339764,0.05055291294524977,8.852173710393046,51.147826289606954,21.222958411489827,28.777041588510173,1.2205086146941255,8.779491385305874
83.0,True,240.88659265552684,2.113252181222748,-1.3722321172795091,67.17578544764258,59.97529782929112,0.02036004375492928,0.886747818777252,0.02036004375492928,1.6277678827204909,0.047150048688990864,7.175785447642582,52.82421455235742,19.975297829291122,30.024702170708878,0.8865926555268402,9.11340734447316
84.0,True,240.52785542719926,2.116163575059886,-1.3700506925554237,65.5614142863968,58.717324205698844,0.0205932974502,0.8838364249401138,0.0205932974502,1.6299493074445763,0.055379658051606384,5.561414286396797,54.4385857136032,18.717324205698844,31.282675794301156,0.5278554271992562,9.472144572800744
85.0,True,240.2101729361715,2.119148781604963,-1.3682235879359723,63.949226625280104,57.5326642624988,0.020826551148710792,0.880851218395037,0.020826551148710792,1.6317764120640277,0.03537963499434227,3.9492266252801045,56.050773374719896,17.5326642624988,32.4673357375012,0.2101729361714888,9.789827063828511
86.0,False,239.86396272826522,2.122205328537717,-1.3662615185498908,62.41728220413411,56.32019218055959,-0.13603727173477864,0.8777946714622828,0.021059804851868535,1.6337384814501092,0.028952001937796012,2.4172822041341107,57.58271779586589,16.320192180559587,33.67980781944041,-0.13603727173477864,10.136037271734779
87.0,False,239.5276628985596,2.125330733529296,-1.3643399066502298,60.91770182052592,55.13579909309482,-0.4723371014403881,0.8746692664707041,0.02129305855818109,1.6356600933497702,0.0378074532957271,0.9177018205259202,59.08229817947408,15.135799093094818,34.86420090690518,-0.4723371014403881,10.472337101440388
88.0,False,239.17459264218542,2.128522504212583,-1.3622801694577902,59.44309490604118,53.965154943961664,-0.8254073578145835,0.871477495787417,0.021526312268572156,1.6377198305422098,0.06325754190879707,-0.556905093958818,60.55690509395882,13.965154943961664,36.034845056038336,-0.8254073578145835,10.825407357814584
89.0,False,238.826159780771,2.1317781381379746,-1.3601895736467213,58.02568695476805,52.80015089709258,-1.974313045231952,0.8682218618620254,0.021759565981308016,1.6398104263532787,0.06319812535434721,-1.974313045231952,61.97431304523195,12.800150897092578,37.19984910290742,-1.1738402192289925,11.173840219228993
90.0,False,238.49383844935574,2.1350951227428823,-1.35816583482233,56.625102195270856,51.674071763947296,-3.3748978047291445,0.8649048772571177,0.021992819699444,1.64183416517767,0.03770237973185431,-3.3748978047291445,63.374897804729144,11.674071763947296,38.325928236052704,-1.506161550644265,11.506161550644265
91.0,False,238.13510225736303,2.1384709353035873,-1.3561346644776222,55.286323545715675,50.52623966695376,-4.713676454284325,0.8615290646964127,0.02222607342084848,1.6438653355223778,0.03119425004592813,-4.713676454284325,64.71367645428433,10.526239666953757,39.47376033304624,-1.8648977426369697,11.86489774263697
92.0,False,237.79450177278216,2.141581078367608,-1.354078483009971,53.962654722788145,49.41750847381792,-6.037345277211855,0.8584189216323921,0.022459327145365138,1.645921516990029,0.04542220343819281,-6.037345277211855,66.03734527721186,9.417508473817918,40.58249152618208,-2.205498227217845,12.205498227217845
93.0,False,237.4362502287766,2.1432156423092295,-1.3519366634025118,52.666357742373265,48.313696366423244,-7.333642257626735,0.8567843576907705,0.022692580874656643,1.6480633365974882,0.035971631811435145,-7.333642257626735,67.33364225762674,8.313696366423244,41.686303633576756,-2.5637497712233994,12.5637497712234
94.0,False,237.08881017235754,2.1460493558485325,-1.3500660308461647,51.416343315288344,47.22050513648796,-8.583656684711656,0.8539506441514675,0.022925834606435047,1.6499339691538353,0.04917359030787338,-8.583656684711656,68.58365668471166,7.220505136487958,42.77949486351204,-2.9111898276424597,12.91118982764246
95.0,False,236.7257949496748,2.149641558920109,-1.347791641133199,50.185718176671045,46.13703886942142,-9.814281823328955,0.8503584410798908,0.0231590883428604,1.652208358866801,0.039692443398053,-9.814281823328955,69.81428182332895,6.137038869421417,43.86296113057858,-3.2742050503252074,13.274205050325207
96.0,False,236.346146506994,2.151348933237557,-1.3456404318019395,48.980527469857634,45.05640048344392,-11.019472530142366,0.848651066762443,0.02339234208234109,1.6543595681980605,0.05466356193142019,-11.019472530142366,71.01947253014237,5.056400483443923,44.94359951655608,-3.653853493006011,13.653853493006011
97.0,False,235.97816280697378,2.154090800346836,-1.343442668770649,47.819503436376806,43.98571748618062,-12.180496563623194,0.845909199653164,0.023625595826653467,1.656557331229351,0.04809615214594487,-12.180496563623194,72.1804965636232,3.9857174861806186,46.01428251381938,-4.021837193026215,14.021837193026215
98.0,False,235.63012940153195,2.1573421371493566,-1.3413427875702837,46.67582874371969,42.94897184358439,-13.324171256280309,0.8426578628506434,0.023858849574092234,1.6586572124297163,0.06816784220518457,-13.324171256280309,73.32417125628031,2.9489718435843884,47.05102815641561,-4.369870598468054,14.369870598468054
99.0,False,235.26731659792247,2.1587252618969046,-1.339163769351444,45.55587282557505,41.91447313874059,-14.444127174424949,0.8412747381030954,0.024092103324813707,1.660836230648556,0.06752499436970538,-14.444127174424949,74.44412717442495,1.9144731387405898,48.08552686125941,-4.732683402077527,14.732683402077527
100.0,False,234.8940727035727,2.1625476438861426,-1.3370191662775142,44.444946739427294,40.895003780302744,-15.555053260572706,0.8374523561138574,0.024325357079471588,1.6629808337224858,0.04619567678923886,-15.555053260572706,75.5550532605727,0.8950037803027442,49.104996219697256,-5.105927296427296,15.105927296427296
